"id","dane","tipoInstitucion","nombre","direccion","barrio","email1","rector","telefono","email2","localidad.id"
225,"111001100056","DISTRITAL - CONCESION","COL JAIME GARZON (CED)","TV 93 A # 49 - 45 SUR","BRITALIA","info@alianzaeducativa.edu.co","MERY ALCIRA JIMENEZ ROJAS","4528546 -- 3106800403 ","fportela@alianzaeducativa.edu.co",8
226,"311001004374","PRIVADO - CONVENIO","COL COOP DE TIMIZA","KR 72 M # 40 F - 18 SUR","TIMIZA A","colcooptimiza@hotmail.com","NANCY NELLY MOSQUERA MARIN","4514875",,8
227,"311001027803","PRIVADO - CONVENIO","UNID EDUC JEAN PIAGET","CL 2 B # 70 - 57","AMERICAS","uejeanpiaget@yahoo.es","ESPERANZA DIAGO DE RODRIGUEZ","5638989",,8
228,"311001029521","PRIVADO - CONVENIO","LIC  REYNEL","CL 39 SUR # 68 F - 15","CARVAJAL","colegioliceoreynel@hotmail.com","MYRIAM EUGENIA PULIDO REINEL","2703154 -- 2701768 -- 3017274772",,8
229,"311001033277","PRIVADO - CONVENIO","LIC  LUTHER KING","CL 51 SUR # 78 P - 34","KENNEDY CENTRAL","lutherking25@yahoo.com","VILMA AURORA MOSCOSO MENA","4508973 -- 2990770",,8
230,"311001033480","PRIVADO - CONVENIO","COL LAZARILLO DE TORMES","CL 51 A SUR # 78 G - 11","CATALINA I","collazarillo@hotmail.com","FANNY LOPEZ GALINDO","2995443",,8
231,"311001036900","PRIVADO - CONVENIO","COL CIUDAD PATIO BONITO","KR 87 F # 34 B - 21 SUR","PATIO BONITO","colciudadpatiobonito@hotmail","TIBERIO SANCHEZ JIMENEZ","2651789 -- 4511170",,8
232,"311001010382","PRIVADO","COL PARROQUIAL SAN ANDRES APOSTOL","TV 68 G # 44 - 31 SUR","LAS DELICIAS","parroquialsanandres@yahoo.es","PBRO PEDRO JOSE RODRIGUEZ BALDION","2382113",,8
233,"311001041806","PRIVADO","LIC  SAMARIO","KR 74 # 42 C - 80 SUR","TIMIZA","liceosamario@hotmail.com -- colegioliceosamario@hotmail.com","GUILLERMO ALEJANDRO GONZALEZ TOVAR","4532436 -- 4532436",,8
234,"311001041873","PRIVADO - CONVENIO","LIC NUESTRA SEÑORA DE LAS NIEVES","CL 38 C SUR # 87 F - 30","PATIO BONITO","liceolasnieves@etb.net.co","JOSE ALCIDES SANABRIA SEDANO","4516270 -- 4001958",,8
235,"311001050252","PRIVADO","LIC MAYOR ANDINO","DG 10 B # 78 - 04","VILLA ALSACIA","liceomayirandino@hotmail.com","AURA YANETH GACHA USAQUEN","4111928 -- 4003363",,8
236,"311001087121","PRIVADO","COL PARROQUIA DE LOS SANTOS APOSTOLES","CL 57 C BIS SUR # 79 C - 41","TIMIZA","secretaria@parroquialsantosapostoles.com ","MERY LENA SILVA SILVA","7190402 -- 7005381","colstosapostoles@yahoo.es",8
237,"311001107637","PRIVADO","INST CIAL LORETO","TV 78 N BIS # 51 - 46","KENNEDY CENTRAL","institutocomloreto@yahoo.es","JANER EDILSON JARAMILLO AVENIA","4505896",,8
238,"311001109265","PRIVADO","COL AGUSTINIANO TAGASTE","KR 88 # 11 A - 21","TINTAL","secretaria@agustinianotagaste.edu.co","PADRE CARLOS ALBERTO VILLABONA VARGAS","4193180",,8
239,"111279000061","DISTRITAL","COL ANTONIO VAN UDEN (IED)","CL 17 D # 123 B - 26","SAN PABLO JERICO","edavuden9@redp.edu.co","LILIA MERCEDES COLORADO ANDRADE","2679396",,9
240,"111279001296","DISTRITAL","COL ATAHUALPA (IED)","KR 116 # 22 I - 56","VERSALLES FONTIBON","escdiatahualpa9@redp.edu.co","FELIPE GARCIA ROJAS","4180920 -- 4180974 -- 4189819",,9
241,"111001104272","DISTRITAL","COL CARLO FEDERICI (IED)","CL 14 A # 108 - 78","ZONA FRANCA","colcarfedericci@redp.edu.co","ALIRIO QUINTERO BRICEÑO","2671517 -- 2671497",,9
242,"111279000362","DISTRITAL","COL COSTA RICA (IED)","KR 101 # 23 - 42","LA CABAÑA FONTIBON","coldirepdecostaric9@redp.edu.co","JULIAN EDUARDO PRIETO","4184077 -- 4184078 -- 4184079",,9
243,"111279000168","DISTRITAL","COL INST TEC INTERNACIONAL (IED)","KR 112 # 23 - 05","VERSALLES FONTIBON","ceditintern9@redp.edu.co","JOSE HERNAN CEDEÑO GOMEZ","2677080 -- 4214646 -- 4133948",,9
244,"111279000966","DISTRITAL","COL INTEGD DE FONTIBON IBEP (IED)","KR 106 # 18 - 77","BELEN FONTIBON","colintegradof@redp.edu.co","JORGE ELICEO ROJAS ","2671463","cdifontibon9@redp.edu.co",9
245,"111279000184","DISTRITAL","COL LUIS ANGEL ARANGO (IED)","CL 23 G # 103 - 60","LA CABAÑA FONTIBON","escdiluisangelaran9@redp.edu.co","BERTHA ELENA HERRERA DE NEIVA","4133035 -- 4157505",,9
246,"111001102199","DISTRITAL","COL PABLO NERUDA (IED)","CL 16 F BIS # 102 - 70","EL CARMEN FONTIBON","colpabloneruda@redp.edu.co","RAFAEL CUERVO MATALLANA","2674783",,9
247,"111001014346","DISTRITAL","COL RODRIGO ARENAS BETANCOURT (IED)","AK 97 # 16 J - 15 ","EL CARMEN FONTIBON","cedrodrigoarenasb9@redp.edu.co","LIBIA FARIDE FLOREZ CASTRO","4215827 -- 4215826",,9
248,"111279000125","DISTRITAL","COL VILLEMAR EL CARMEN (IED)","CL 20 D # 96 G - 51","VILLEMAR","edvecarmen9@redp.edu.co","PABLO ALEJANDRO SALAZAR RESTREPO","4216751 -- 4216552 -- 4216555 -- 4251675",,9
249,"311001006130","PRIVADO - CONVENIO","INST INFANTIL Y JUVENIL","CL 22 A # 96 I - 06","FERROCAJA","iij0007@hotmail.com",,"2671208 -- 4041836",,9
250,"311001107581","PRIVADO","GIMN MODELIA REAL","CL 24 D # 82 - 13","MODELIA","claringuca@hotmail.com","CLARA INES GUTIERREZ CABALLERO","2631006",,9
251,"311279000094","PRIVADO","COL PARROQ SAN PEDRO CLAVER","KR 98 # 17 A - 09","FONTIBON CENTRAL","colegiosanpedroclaver@yahoo.com","LUIS EVELIO CASTILLO PULIDO","4151343 -- 4041082","colegioparroquialSPC@yahoo.com",9
252,"311279000281","PRIVADO","COL SANTA ANA","KR 103 B # 18 - 41","SANTA ANA","colegiosantaana@hotmail.com","ALEXANDER MENDEZ MENDOZA","2670543 -- 4181650",,9
253,"311279000311","PRIVADO","COLEGIO DE NSTRA SRA DEL PERPETUO SOCORRO","CL 17 # 106 - 31","FONTIBON CENTRAL","nsperpetuosocorro@hotmail.com","RAFAEL LIBARDO GARCIA CIFUENTES","2671243 -- 5443963","milemanito@hotmail.com",9
254,"311279000396","PRIVADO","COL PARROQ SAN JOSE DE FONTIBON","KR 100 # 24 - 60","SAN JOSE","secretaria@colegioparroquialsanjose.edu.co","AMELIA CERVERA CHAUX","4133127 -- 2670452","administradora@colegioparroquialsanjose.edu.co",9
255,"311279000906","PRIVADO","INST LA ANUNCIACION","KR 100 # 16 I - 63","FONTIBON CENTRAL","eduanunciato@hotmail.com","HNA ANA LUBY VARGAS MUÑOZ","4188491",,9
256,"111001006483","DISTRITAL","COL ANTONIO NARIÑO (IED)","KR 77 A # 67 - 17","SANTA HELENITA","coldiantonionarino10@redp.edu.co","HECTOR MORA MORA ","2518488 -- 2761633 -- 2233549",,10
257,"111265000343","DISTRITAL","COL ANTONIO VILLAVICENCIO (IED)","CL 65 # 112 A - 39","MARANDU","coltintalitoantoni10@redp.edu.co","LIBARDO FRANCISCO CASTILLO MONTILLA ","4350876 -- 4425201",,10
258,"111001108901","DISTRITAL","COL CHARRY (IED)","KR 109 A # 77 A - 16","GARCES NAVAS","colcharry@redp.edu.co","EDGAR GALVIS ROMERO ","4317330 -- 4317329",,10
259,"111001015458","DISTRITAL","COL FLORIDABLANCA (IED)","CL 70 A # 94 - 38","LOS ALAMOS","escdifloridablanca10@redp.edu.co","MILA ALETH BARRERA SANTISTEBAN","4382536 -- 2527760 -- 4380119",,10
260,"111001033979","DISTRITAL","COL GARCES NAVAS (IED)","KR 104 A # 76 B - 09","GARCES NAVAS ORIENTAL","escdgarcesnavasii10@redp.edu.co","WILSON LEONEL CAJAMARCA BETANCOURTH","2275473",,10
261,"111265000025","DISTRITAL","COL GENERAL SANTANDER (IED)","KR 123 # 65 A - 03","ENGATIVA ZONA URBANA","escdigeneralsantan10@redp.edu.co","NOHORA JUDITH ALDANA ACERO","4336341 -- 4425130 -- 4353276 -- 2271578",,10
262,"111001034002","DISTRITAL","COL GUILLERMO LEON VALENCIA (IED)","KR 93 A # 75 B - 80","PARIS","cedguillermoleonv10@redp.edu.co","EDILMA LESMES RAMIREZ","4361066 -- 4361051 -- 4361069",,10
263,"111001036625","DISTRITAL","COL INST TEC DISTRITAL REPUBLICA DE GUATEMALA (IED)","CL 78 BIS # 69 T - 45","LAS FERIAS OCCIDENTAL","intdirepdeguatemal10@redp.edu.co","DAVID ALBERTO MONTEALEGRE PEDROZA","2518759 -- 2515341",,10
264,"111001010740","DISTRITAL","COL INST TEC INDUSTRIAL FRANCISCO JOSE DE CALDAS (IED)","KR 68 F # 63 B - 02","BOSQUE POPULAR","intdifranciscojose10@redp.edu.co","MERY CONSUELO LUENGAS PANADERO","3110861 -- 6604493 -- 2400616 -- 2403900",,10
265,"111001009580","DISTRITAL","COL INST TEC JUAN DEL CORRAL (IED)","KR 69 B # 79 A - 42","LAS FERIAS","intdijuandelcorral10@redp.edu.co","JUAN ALFONSO RIVERA DUARTE ","2409608 -- 2503781 -- 2404034",,10
266,"111001000272","DISTRITAL","COL INST TEC LAUREANO GOMEZ (IED)","KR 95 G # 90 A - 40","CIUDAD BACHUE","intdilaureanogomez10@redp.edu.co","VICTOR ANDRES GALINDO ANGEL ","4345708 -- 4339567 -- 4339468",,10
267,"111001015806","DISTRITAL","COL JORGE GAITAN CORTES (IED)","CL 82 D # 82 - 10","PARIS GAITAN","escdijorgegaitanco10@redp.edu.co","MARTHA LUCIA HINESTROSA DE SABOGAL","2519486 -- 4385522",,10
268,"111001011771","DISTRITAL","COL JOSE ASUNCION SILVA (IED)","KR 92 # 89 - 79","QUIRIGUA","coldijoseasuncions10@redp.edu.co","JUDITH GUEVARA URIBE ","2512811",,10
269,"111265000017","DISTRITAL","COL LA PALESTINA (IED)","TV 77 # 81 B - 91","AUTOPISTA MEDELLIN","escdideestudiosdel10@redp.edu.co","JUAN MANUEL MENDEZ ALVAREZ ","4344014","escdilapalestina10@redp.edu.co",10
270,"111001017795","DISTRITAL","COL MAGDALENA ORTEGA DE NARIÑO (IED)","KR 69 B # 78 A - 34","LAS FERIAS","colmagdalenaortega10@redp.edu.co","EMILIA MARCELA LATORRE HERRERA ","2400968 -- 2256492","lnalmagdalenaorteg10@redp.edu.co",10
271,"111001046299","DISTRITAL","COL MANUELA AYALA DE GAITAN (IED)","CL 71 # 75 - 11","BOYACA","coldimanuelaayalad10@redp.edu.co","ARGEMIRO PINZON ARIAS","2248468 -- 2763648 -- 4385222",,10
272,"111001001121","DISTRITAL","COL MARCO TULIO FERNANDEZ (IED)","CL 63 B # 71 A - 16","LA CABAÑA","colmarcotuliofernand@redp.edu.co","JOSE FELIX CALDERON","2514363 -- 4367108 -- 4365226 ",,10
273,"111001011070","DISTRITAL","COL MIGUEL ANTONIO CARO (IED)","TV 94 # 81 A - 29","QUIRIGUA","cedmiguelantonioc10@redp.edu.co","ESTHER REAL REAL","2277530 -- 4345482 -- 4345542 -- 4904121",,10
274,"111001012441","DISTRITAL","COL MORISCO (IED)","DG 83 # 73 - 12","LA SERENA","escdimorisco10@redp.edu.co","BLANCA ISABEL PEREZ ORTIZ","2760358",,10
275,"111001013293","DISTRITAL","COL NACIONES UNIDAS (IED","CL 73 A # 69 J - 10","LAS FERIAS OCCIDENTAL","escdinacionesunida10@redp.edu.co","RUSBER ORLANDO RODRIGUEZ SEGURA ","2507823 -- 6608948",,10
276,"111001035521","DISTRITAL","COL NESTOR FORERO ALCALA (IED)","KR 70 C BIS # 71 - 33","PALO BLANCO","coldinestorforeroa10@redp.edu.co","MIRIAN CONSUELO BLANCO HERNANDEZ","2245700 -- 2245800",,10
277,"111265000408","DISTRITAL","COL NIDIA QUINTERO DE TURBAY (IED)","CL 75 # 90 - 75","FLORENCIA","colnanidyaquintero10@redp.edu.co","RICARDO ARTURO SPINEL GOMEZ ","4365891 -- 2523450",,10
278,"111001001538","DISTRITAL","COL NUEVA CONSTITUCION (IED)","KR 107 B # 74 B - 31","GARCES NAVAS","cednvaconstitucio10@redp.edu.co","JHON ALEXNADER LOPEZ MORENO","4312660 -- 4314351",,10
279,"111001104035","DISTRITAL","COL REPUBLICA DE BOLIVIA (IED)","KR 68 G # 78 - 90","LAS FERIAS","cedrepdebolivia10@redp.edu.co","MARTHA CECILIA QUINTERO HERNANDEZ ","2400595",,10
280,"111001015814","DISTRITAL","COL REPUBLICA DE CHINA (IED)","KR 92 # 82 - 20 ","PRIMAVERA","escdirepdechina10@redp.edu.co","PABLO ENRIQUE ROBAYO MUÑOZ ","2523501 -- 2521154 -- 2524836",,10
281,"111001009971","DISTRITAL","COL REPUBLICA DE COLOMBIA (IED)","CL 68 # 69 - 10","LA ESTRADA","coldirepdecolombia10@redp.edu.co","MARIA LUISA REYES ","2509683 -- 2312313 -- 2319931",,10
282,"111001009521","DISTRITAL","COL ROBERT F KENNEDY (IED)","AV BOYACA # 64 H - 39","EL REAL","escdirobertkennedy10@redp.edu.co","ERNESTO MORALES PORTILLA","2519559",,10
283,"111001109550","DISTRITAL","COL RODOLFO LLINAS (IED)","DG 86 A # 103 C - 80","BOLIVIA ORIENTAL","cedbolivia10@redp.edu.co","WILLIAM PEREZ ALARCON","2291630 -- 2291651 -- 2291625 -- 2291652","dprodriguezg@redp.edu.co",10
284,"111001012459","DISTRITAL","COL SAN JOSE NORTE (IED)","KR 84 A # 75 A - 08","LA SOLEDAD NORTE","escdisanjosenorte10@redp.edu.co","MARLEN DEL CARMEN MARTINEZ DE MUÑOZ","4371512 -- 2517960",,10
285,"111265000394","DISTRITAL","COL SIMON BOLIVAR (IED)","KR 92 # 87 A - 60","PRIMAVERA","coldisimonbolivar10@redp.edu.co","JORGE ENRIQUE LAVERDE HERRERA","2244047 -- 2767588",,10
286,"111001012483","DISTRITAL","COL TABORA (IED)","KR 77 B # 74 A - 02","TABORA","cedtabora10@redp.edu.co","LUIS IGNACIO RODRIGUEZ GONZALEZ","4383238 -- 2513543",,10
287,"111001108456","DISTRITAL","COL TOMAS CIPRIANO DE MOSQUERA (IED)","TV 113 # 66 - 95","CENTRO ENGATIVA II","coltomasciprianomosq@redp.edu.co","GUSTAVO ADOLFO ALMANZA CASTAÑEDA","2273820 -- 2273792 -- 2273545",,10
288,"111001025216","DISTRITAL","COL VILLA AMALIA (IED)","KR 110 B # 71 C - 45","VILLA AMALIA","insededucvillaamal10@redp.edu.co","LUZ MIREYA VERGARA NOVOA ","4349096 -- 4349054",,10
289,"111001098922","DISTRITAL - CONCESION","COL COLSUBSIDIO LAS MERCEDES (CED)","KR 105 D # 66 A - 15","EL MUELLE","colegio.lasmercedes@colsubsidio.com","CLAUDIA FERNANDA MONROY GUERRERO","2276210 -- 4428493",,10
290,"111001098931","DISTRITAL - CONCESION","COL COLSUBSIDIO TORQUIGUA (CED)","CALLE 54 No. 128 - 50","TORQUIGUA","colegio.torquigua@colsubsidio.com.co","MANUEL ENRIQUE ORTEGA GONZALEZ","4313941 -- 4311825 -- 4412218","dianatorquigua@gmail.com",10
291,"311001000531","PRIVADO","LIC EL GRAN VIRREY","CL 70 D BIS A # 105 A - 63","ALAMOS","liceo_gran_virrey@yahoo.es","LUIS JAVIER CALDAS CALONJE","7568460","javiercaldas3@gmail.com",10
292,"311001001081","PRIVADO - CONVENIO","COL DE LA PRESENTACION LAS FERIAS","KR 69 H # 75 - 48","LAS FERIAS","colferias@hotmail.com","HNA LUZ NELLY QUINTANA PEREZ","2400353 -- 4661153 -- 4661080",,10
293,"311001009031","PRIVADO","COL EL MINUTO DE DIOS","TV 74 # 81 C - 05","MINUTO DE DIOS","colegiominutobachillerato@yahoo.es","MARTHA CATALINA VELA SALCEDO","5082230 -- 5082231",,10
294,"311001019053","PRIVADO","COL CAFAM","AK 68 # 64 - 45","BOSQUE POPULAR","colegio@cafam.com.co","JUAN CARLOS BAYONA VARGAS","4378999","yonate@cafam.gov.co",10
295,"311001025878","PRIVADO - CONVENIO","COL PEDAG DEL ESPIRITU SANTO COPES","AC 72 # 102 - 23","GARCES NAVAS","colegio_copes@hotmail.com","LUIS EFREN ASPRILLA MOSQUERA","4333063 -- 4333202",,10
296,"311001027056","PRIVADO","COL MILIT SIMON BOLIVAR","AK 70 # 51 - 14","JARDIN BOTANICO","comisibol@colegiomilitarsimonbolivar.com","GERMAN TAMAYO RODRIGUEZ","2955100 -- 2957606",,10
297,"311001040630","PRIVADO","GIMN LOS MONJES","CL 63 B # 80 - 25","SANTA CECILIA","gmonjes@hotmail.com","LILIAN SHIRLEY NARANJO FINO","2760989 -- 2247639",,10
298,"311001044473","PRIVADO","GIMN SANTA MARIA DEL ALCAZAR","KR 79 # 64 C - 48","VILLA LUZ","gimnasiosantamariadelalcazar@yahoo.com ","YOLANDA ORTIZ DE RODRIGUEZ","2233940 -- 4303649 -- 4304631","martha.perez@gimnasiosantamariadelalcazar.edu.co",10
299,"311001088331","PRIVADO - CONVENIO","GIMN FELIX","CL 63 A # 105 G - 33","EL MUELLE","gimnasiofelix2@hotmail.com","NOHORA ISABEL CASALLAS VARGAS","4355245",,10
300,"311001094811","PRIVADO - CONVENIO","COL LUIS MARIANO","CL 64 A # 116 C - 15","ENGATIVA","coluismariano@yahoo.com.ar","SANDRA PATRICIA AGUILERA MALDONADO","4429122",,10
301,"311001096228","PRIVADO - CONVENIO","LIC SAN LEON MAGNO","CL 70 C # 112 A - 05","LA RIVIERA","liceosanleonmagno@hotmail.com","RAUL SEGUNDO GUTIERREZ DUICA","4411935 -- 4412076",,10
302,"311001097259","PRIVADO","COL CATOLICO DE LA SABANA","CL 77 # 113 B - 29","GARCES NAVAS","rectoria@colegiocatolicodelasabana.edu.co","PEDRO ALEJANDRO LEON CASTILLO","5477972 -- 5100134","colcatdelasabana@yahoo.com",10
303,"311001109036","PRIVADO","COLEGIO  PADRE MANYANET-BOGOTA","KR 89 # 68 A - 36","BOYACA REAL","pmanyanetbogota@hotmail.com","PADRE RAFAEL PULIDO CAMACHO","2525183",,10
304,"311265000369","PRIVADO","COL ADVENTISTA DEL NORTE","KR 70 G # 71 - 04 -- KR 70 C BIS # 71 - 03 OFICINA","PALO BLANCO","colegiodelnorte@gmail.com","CARMEN LILIA GONZALEZ","2240093",,10
305,"311265001152","PRIVADO","INST MAYEUTICO","KR 109 A # 81 - 03","BOLIVIA","c_mayeutico@etb.net.co","ESTHER GARCA DE SUAREZ","2284569 -- 4333710",,10
306,"111001025020","DISTRITAL","COL ALBERTO LLERAS CAMARGO (IED)","KR 111 A # 139 - 88","PUERTA DEL SOL","coldialbertolleras11@redp.edu.co","GLORIA MARIA VARGAS CASTILLO ","6888492 -- 6885177",,11
307,"111001093084","DISTRITAL","COL ALVARO GOMEZ HURTADO (IED)","KR 100 A # 130 - 18","LAGO DE SUBA","cedalvarogomezhur11@redp.edu.co","GLADYS MAUREN MARTINEZ DE PINZON ","6845715 -- 6845716",,11
308,"111769001502","DISTRITAL","COL ANIBAL FERNANDEZ DE SOTO (IED)","KR 53 # 135 - 13","SAN JOSE DEL PRADO","coldianibalfernand11@redp.edu.co","ANTONIO SARMIENTO SIERRA","2582400 -- 2742708 -- 5235244",,11
309,"211769003151","DISTRITAL","COL CHORILLOS (IED)","KR 103 B # 153 - 01","VILLA HERMOSA","cedchorrillos11@redp.edu.co","NUBIA ROCIO TORRES POVEDA","6846463 -- 6808616",,11
310,"111001104256","DISTRITAL","COL DELIA ZAPATA OLIVELLA (IED)","CL 144 C # 141 A - 51","VDA TIBABUYES","coldeliazapataolive@redp.edu.co","SONIA FORERO CARVAJAL","6897637 -- 6897665",,11
311,"111769000247","DISTRITAL","COL EL SALITRE - SUBA (IED)","CL 163 # 92 - 96","CONEJERA","cedelsalitre11@redp.edu.co","ARMADO CALDERON RODRIGUEZ ","6858590 -- 6815850",,11
312,"111001104264","DISTRITAL","COL GERARDO MOLINA RAMIREZ (IED)","KR 143 # 142 A - 62","BILBAO","colgerardomolinar@redp.edu.co","JAIME FORIGUA DUARTE","7016772 -- 7016779",,11
313,"111769003424","DISTRITAL","COL GERARDO PAREDES (IED)","KR 94 C # 129 A - 04","SAN CAYETANO","coldigerardoparede11@redp.edu.co","JAIME FORIGUA DUARTE","6813272",,11
314,"111001104388","DISTRITAL","COL GONZALO ARANGO (IED)","CL 130 C # 97 - 71","TTES DE COLOMBIA","colgonzaloarango@redp.edu.co","LUZ MADRID VILLABONA ","6857674/84",,11
315,"111001075515","DISTRITAL","COL GUSTAVO MORALES MORALES (IED)","CL 129 # 55 - 55","PRADO VERANIEGO SUR","coldigustavomorale11@redp.edu.co","IRMA GIOVANA CORREDOR PEÑA ","2712209 -- 6245065",,11
316,"111769004188","DISTRITAL","COL HUNZA (IED)","KR 84 A # 129 A BIS - 40","LOS NARANJOS","cedlaaguadita11@redp.edu.co","CARLOS ARTURO DAZA GALLO ","6926209 -- 6921630",,11
317,"111001015776","DISTRITAL","COL INST TEC DISTRITAL JULIO FLOREZ (IED)","CL 102 A # 70 - 40","SANTA ROSA","cedjulioflorez11@redp.edu.co","JAIME ELY CASAS OSPINA","6138763 -- 2715059 -- 6240861","coldisantarosa11@redp.edu.co",11
318,"111769003416","DISTRITAL","COL JUAN LOZANO Y LOZANO (IED)","CL 140 A # 100 - 30","LAS FLORES","coldijuanlozanoylo11@redp.edu.co","MARGARITA SIABATO PATIÑO","6822910 -- 6806870 -- 6802443",,11
319,"111001002330","DISTRITAL","COL LA GAITANA (IED)","TV 126 # 134 - 88 ","TIBABUYES-A","cedlagaitana11@redp.edu.co","MYRIAM LUCY TARQUINO PUERTO","6931858 -- 6904265 -- 6931859 -- 6978985",,11
320,"111001094889","DISTRITAL","COL LA TOSCANA - LISBOA (IED)","CL 133 # 132 - 05","TOSCANA","cedlatoscana11@redp.edu.co","ESPERANZA RAMOS RAMÍREZ","6971055",,11
321,"111001075272","DISTRITAL","COL NUEVA COLOMBIA (IED)","KR 102 A # 128 A - 40","LECH WALESA","escdinvacolombia11@redp.edu.co","MARIA MARGARITA ROSA CRUZ RICAURTE","6808843 -- 6808849 -- 6808854",,11
322,"111769001871","DISTRITAL","COL NUEVA ZELANDIA (IED)","CL 181 # 51 A - 31","NUEVA ZELANDIA","cednvazelandia11@redp.edu.co","ALBA SALAZAR RAMIREZ","6720103",,11
323,"111769000956","DISTRITAL","COL PRADO VERANIEGO (IED)","KR 53 A # 128 - 51","PRADO VERANIEGO","escdipradoveranie11@redp.edu.co","JOSE IGNACIO CASALLAS RODRIGUEZ","2741664 -- 2740976",,11
324,"111001086665","DISTRITAL","COL RAMON DE ZUBIRIA (IED)","DG 129 B BIS # 93 B - 51 ","EL RINCON","cedramondezubiria11@redp.edu.co","JAVIER DARIO MAZABEL CORDOBA","6811682 -- 6922278 -- 6857454",,11
325,"111769003360","DISTRITAL","COL REPUBLICA DOMINICANA (IED)","CL 131 A # 125 - 43","TIBABUYES-A","colrepdominicana11@redp.edu.co","MARTHA PATRICIA HERNANDEZ GALLO","6906799 -- 6885519 -- 6896824","coldominicana@gmail.com",11
326,"111769000174","DISTRITAL","COL SIMON BOLIVAR (IED)","KR 91 # 146 C - 63","SUBA URBANO","cedsimonbolivar11@redp.edu.co","RUTH MIRYAM CUBILLOS FUQUEN","6815218 -- 6929816 -- 6803993",,11
327,"111001045225","DISTRITAL","COL TIBABUYES UNIVERSAL (IED)","KR 128 A # 139 - 13","TIBABUYES UNIVERSAL","cedtibabuyesunive11@redp.edu.co","ORLANDO ANTONIO BRIJALDO VARGAS","6973083 -- 6890157 -- 6937159","orbrivar@yahoo.com",11
328,"111001107077","DISTRITAL","COL VEINTIUN ANGELES (IED)","KR 90 # 154 A - 09","TUNA ALTA","colventiunangeles11@redp.edu.co","EDGAR ALFONSO VELASQUEZ VENEGAS","6838395 -- 6838616 -- 6838397",,11
329,"111769003122","DISTRITAL","COL VILLA ELISA (IED)","CL 132 C # 92 A - 71","VILLA ELISA","cedvillaelisa11@redp.edu.co","LUZ ELENA MIRANDA RIVAS","6822550 -- 5382199 -- 6862269 -- 5382198",,11
330,"111001107069","DISTRITAL","COL VIRGINIA GUTIERREZ DE PINEDA (IED)","CL 131 B # 94 F - 31","TTES DE COLOMBIA","colvirginiagutipined@redp.edu.co","VICTOR HENRY BELTRAN BELTRAN ","6836225",,11
331,"111769003114","DISTRITAL","COL VISTA BELLA (IED)","CL 166 BIS # 54 C - 08 ","BRITALIA","cedvistabella11@redp.edu.co","ARISTOBULO SANCHEZ ESPEJO","6790073",,11
332,"111001098949","DISTRITAL - CONCESION","COL DON BOSCO V (CED)","CL 143 A # 118 - 50 ","SABANA DE TIBABUYES","johnalbertr36@gmail.com","JAIRO NESTOR SACIPA GARZON","6900123","gestionacademicaboscov@yahoo.com.co",11
333,"111001104043","DISTRITAL - CONCESION","COL FE Y ALEGRIA JOSE MARIA VELAZ (IED)","KR 131 # 133 - 44 ","TOSCANA","josemariavelaz.bogota@feyalegria.org.co","MALELY AMPARO SANTANA BARBOSA","6623999 -- 6623361",,11
334,"311001000590","PRIVADO","LIC CATOLICO CAMPESTRE","KR 52 # 221 - 08","EL JARDIN","secretaria@lcc.edu.co","LUIS FERNANDO MURCIA ANGARITA","6761445 -- 6761241 -- 6761330",,11
335,"311001000735","PRIVADO","CENT EDUC INTEGL COLSUBSIDIO CEIC NORTE","CL 153 # 15 - 70",,"colegio.ceicnorte@colsubsidio.com","GLORIA TERESA TRIANA CARVAJAL","7045727",,11
336,"311001001626","PRIVADO","NVO GIMN SAN LUIS GONZAGA (GIMNASIO LOS ARRAYANES)","CL 219 # 50 - 10","GUAYMARAL","secretariaac@gla.edu.co","RICARDO SANCHEZ DIAZ","6760203 -- 6760227 -- 3176424610","rectoria@gla.edu.co",11
337,"311001002576","PRIVADO","COL FRANCISCANO DEL VIRREY SOLIS","CL 195 # 50 - 65",,"secretaria@virreysolis.edu.co","FRAY JOAQUIN ARTURO ECHEVERRY HINCAPIE OFM","6785410",,11
338,"311001011460","PRIVADO - CONVENIO","COL SAN JOSE DE CALASANZ","CL 129 # 88 B - 35","EL RINCON DE SUBA","csjcsuba@yahoo.es","GLADIS CUELLAR IBAÑEZ","6854492 -- 6854495 -- 6803549",,11
339,"311001033676","PRIVADO","COL DE LA ENSEÑANZA","AC 201 # 67 - 12","SUBA","secretaria@colegiodelaensenanza.edu.co","MARIA HELENA PEÑA AFANADOR","6761337 -- 6761338 -- 7430535","secretaria.ensenanzabog@cdm.edu.co",11
340,"311001033838","PRIVADO - CONVENIO","LIC PAULO FREIRE","KR 100 C # 158 - 56","SUBA","liceopaulofreire@hotmail.com","MARIA DEL CARMEN RIVERA","5363527 -- 6847826",,11
341,"311001050023","PRIVADO - CONVENIO","COL CELESTIN FREINET","CL 137 # 137 - 03 -- KR 124 # 132 - 12 -- KR 136 A # 133 - 40","LA GAITANA","celestinfreinet5@hotmail.com","PEDRO NEL SANCHEZ VILLERA","6890598 -- 6974729 -- 6906600",,11
342,"311001065420","PRIVADO","LIC HYPATIA","CL 153 # 94 - 32","PINAR DE SUBA","liceohypatia@etb.net.co","JUDITH GUERRERO VILLARRAGA","6813699 -- 6842636 -- 5380293 -- 5380292","liceohypatia@gmail.com",11
